img_path|caption|noun
dev-125-2-img0|A medium-sized brown dog lies on a wooden bench next to its owner, a man, in a sunny outdoor scene. The dog has a black nose, brown paws, and large ears. The man wears blue jeans and has a brown pant leg rolled up. The dog's right ear and left ear are visible, as are its front right paw and front left paw. The dog's body is brown, and its face is black. The man's right hand is on the back of the dog, and his right arm is extended. The dog's right ear and left ear are perked up, and its nose is sniffing the air|Marketplace
dev-333-0-img1|A room with a couch, counter, and a skateboard. A woman is sitting on the counter, using a kitchen sink and washing dishes. There is a plant on the windowsill, a green plant in a white vase, and a picture of a skull on the wall. The window is very bright, and the wall is white. The skateboard is leaning against the wall, and there is a red and white sign on the wall. The plant has green leafs, and the kitchen sink and counter are blue. There is also a large painting on the wall and a picture of a skull with crossed bones|Skateboard
dev-334-0-img0|a group of birds in the water. We can also see a man standing on the ground holding a bottle and a spoon. On the backside we can see a group of people standing, a fountain, a building with windows, a group of trees and the sky|Birds
dev-396-0-img0|A flock of ducks stands on the shore of a lake, their long necks stretched out. The water is dark and the bushes are green. A yellow car is parked by the water, and a duck is swimming in the water. The birds are standing near the water, their heads bobbing up and down. The tree is tall and the plants are tall and green. The building is white and the leaves are green|Ducks
dev-334-1-img0|a group of birds on the ground. We can also see some plants, a group of ducks in a water body and a tree|Birds
dev-352-0-img1|A close-up of a bird with a long beak, showcasing its vibrant white feathers and intricate black lines on its head. The bird's eye, a small black orb, shines brightly, reflecting the green leaves that surround it. The fern leaf next to the bird is mirrored on its right, creating a sense of balance and symmetry. The bird's wing and tail feathers are white, adorned with black stripes, while its beak is long and gray. The stomach of the bird is white, and its feathers next to the green leaves are green. The bird sits comfortably in the grass, its head resting on its wing|Bird
dev-243-1-img1|Two ducks stand side by side in a field, their orange legs and red and orange bill prominent. The green and brown ground provides a contrasting backdrop to the vibrant bird life. The white, black, and gray duck, with its distinctive black spot on its eye, adds a touch of whimsy to the scene. The large gray duck, with its long neck and orange webbed feet, stands proudly behind the other two ducks. The open green space and the dirt on the ground create a sense of tranquility and freedom|Ducks
dev-36-3-img0|a cat on the table. We can also see a cloth, syringes, a mat, a wooden floor, a rack with bottles in it and a wall|Cat
dev-36-3-img0|a cat on the table. We can also see a cloth, syringes, a mat, a wooden floor, a rack with bottles in it and a wall|Cat
dev-362-1-img1|Four ducks stand in a dirt field, their black and white feathers contrasting against the brown dirt. The orange bill of one duck is prominent, while the tail feathers of another duck are clearly visible. A goose with an orange beak and a leg of a bird are also present in the image. The green and brown grass in the background provides a picturesque backdrop, while the brown feathers on the back of one duck and the grey feathers on the back of another add a touch of variation. The webbed feet of one duck are evident, and the head of a bird is visible in the foreground|Ducks
dev-334-0-img0|a group of birds in the water. We can also see a man standing on the ground holding a bottle and a spoon. On the backside we can see a group of people standing, a fountain, a building with windows, a group of trees and the sky|Birds
dev-334-0-img0|a group of birds in the water. We can also see a man standing on the ground holding a bottle and a spoon. On the backside we can see a group of people standing, a fountain, a building with windows, a group of trees and the sky|Birds
dev-334-0-img0|a group of birds in the water. We can also see a man standing on the ground holding a bottle and a spoon. On the backside we can see a group of people standing, a fountain, a building with windows, a group of trees and the sky|Birds
dev-334-3-img0|A man stands next to a group of ducks on a brown dirt ground with patches of grass. The ducks are eating, with their beaks in their food. A white goose with an orange beak is also present. The goose's neck is long and its right foot is on the ground. The man is wearing a black shirt and has a sleeve on his arm. A small duck is walking away from the group. The ground is shaded with light and there is a pond next to the dirt ground|Pelicans
dev-330-0-img0|birds, plants and trees|Birds
dev-285-2-img0|A group of people sitting at a table looking at their phones|Dishes
dev-828-1-img1|A chef, wearing a black apron and eyeglasses, holds a large white plate of freshly cooked pasta. The plate is round and sits on a white vent on the ceiling. The room is brightly lit by hanging lights and lights on the ceiling. The man is smiling and poses with the plate, showcasing his culinary creation. The menu is white and sits on the table. Utensils are on the table, including a spoon and a fork. The man's shirt is blue and has a tag hanging off of it. The windows to the outside are open, allowing natural light to flow into the room. The painting on the wall is unframed and depicts a vibrant scene. The chairs are wooden and are arranged around the tables. The scene is indoors|Pasta
